# BCMC Cell random cases (N up to 65,535)
#
# Generated by validation/gen_vectors.py from validation/reference.py
# Seed: 20260731.  Do not edit by hand.
#
# One evaluation of the BCMC characteristic function per line:
#
#     bit = 1  iff  ((column - offset) mod N) < weight
#
#      N  weight  offset  column  bit
   4398    3261     416     889    1
  56218   47365   54799   21402    1
   1855     397     812      84    0
  47093   20436   22355    4630    0
  53940    7781   29457   49902    0
  20834   20834   15891     499    1
  12557    1417   12398   11431    0
  63669   46731   14669    6176    0
  14198   11797    4637   12330    1
  22922   17187    2751   10383    1
  60219   35275   25787   52733    1
  15267    2246   14322    5370    0
  46531    1262    2692   24674    0
   2455     415     178     852    0
  62765   16946   50192   33872    0
  38185   19268   36504    6670    1
  34259    9330   15951     700    0
  53769   19053   11526   12494    1
  47063    8696   31011   18448    0
  41684   17575     477    2781    1
  17846   17845   13576    3851    1
  34419   26149   32342     162    1
  49822   32859   27289   36979    1
  19167   17397   15606   16293    1
  15197   10595    2008   13699    0
  28567       0   22774    7241    0
  15405    8364   10270    3766    0
  22045   22045   20685   17121    1
  53059       0   12901   33921    0
  59226     558   19647   53898    0
  65252   55468   40858   46421    1
  61390   17768    2901   43750    0
  24441   22770   19516   17469    1
  27882   14529    5758   16317    1
  32209   32208    1812   26435    1
   5964    5964    4112    4684    1
  17556   17020   13282   11228    1
  42353   27855    6277   32731    1
  28033   28033   26772    2158    1
  38009    6031   31432   29051    0
  43343       0    2894    7479    0
    396     395      17      10    1
  45063   32550   37608    8533    1
  16617    6796    5731    5026    0
  56013   35921   34353   18121    0
  11944     929   11893    8698    0
  10228    7356    3042    6071    1
  42786    9775   36552   19380    0
  40960   40960   14854   16996    1
  20791   20790    3600   20427    1
  58058   44023   12051   50428    1
  16453   16453   12871   14009    1
  42305   42304   40304    2960    1
  37542   12558   30883     474    1
   8758    1891    7667    6400    0
  23591   23260    6541    6151    1
   2213      28    1655    1632    0
  23729   21084   11382   14288    1
  39717   16190   33395   33943    1
  38348       0   34028   21093    0
  52204   52203    3038   45057    1
  64288   36915   37727   48099    1
   8615    1573    5983    3625    0
   4396     457    1772    3528    0
  14284    9338    2183     940    0
  58621   45701   45410    8515    1
  23797   18865    4932    7831    1
  31436   31436    3898   20150    1
   8963    8962    3948    7025    1
  22880    1455    3908   21003    0
  40784   37201   34635   11301    1
  46115   46115   43981   36041    1
  53424   43590   45065   51430    1
  32607   32607    7223   12931    1
  57255   57255   37661   49035    1
  56300    4291   41933   13642    0
   2898    1478    1994     565    1
  25401    1450   13705   22176    0
  35992    1010   20673    7555    0
  22241   13940    6742   17809    1
  11543   11542    9250    1830    1
  56310   49945   52889   22240    1
  38789   38788   35938   33591    1
  48463     751    8255   11145    0
  47671   15939   19658    4018    0
  38621   27027   22089    8957    1
  36244       0   11221   27672    0
  58147   55940   51728   25774    1
  15785    5310    2166    6448    1
  53733   47629   19608   18376    0
  48830   48830   31490    2163    1
  33466   23184   17951   21559    1
  47923       0   15310   46908    0
    412     356     122     389    1
  54746   54746    2713   32678    1
   2662    2321    1980     566    1
  59786   59785   16612   47453    1
  30292   15932     326   11723    1
   1605    1605    1067     341    1
  12193   12193    7348    5052    1
  59211   28913   17640   43719    1
  48379   23827   32397   11001    0
  45508       0   37820   33042    0
  49220   35938   41448    8627    1
  50218     636   29469   41770    0
   6862    6862    5892    3154    1
  11297    9472    2738    7686    1
   6984       0    6031     773    0
   4027    2904     654     325    0
  60750   46077    3275   55708    0
  55406   11081    6662   33378    0
   4751    1548    2303    4587    0
  44153       0   18540    2343    0
   2214    2094    1457    2128    1
  27884   21094     299   14570    1
  51196   51196   25015   19926    1
   1792     496    1308    1380    1
  63328       0   20640   58937    0
  10816    9652    1688    7613    1
  10097   10097    9707     309    1
  27144   27144   12077    4673    1
  14774    7168   11979   10019    0
  60049   60048   42169   39433    1
  24112       0   20339   13341    0
  30473   16382   29587   14291    1
  55029   49244   31996    3192    1
  56275       0   39130   45300    0
  28591   28591   26927   16745    1
    556     555     511     502    1
  23291   23290   14928    4088    1
  59190   59189   15386   25014    1
  38536   38536    5523   21230    1
  34938   16020    3937   15209    1
  62920   37805   18035    9875    0
  62147   62147   31042    6887    1
  45806   13525   33251   34774    1
  22031   13768    3242   20396    0
   1079    1078     711    1055    1
  22235    3285    3718   11513    0
  52918   31555   27402   44100    1
  33948   28251    5594   11593    1
  31227   21805   21660    3327    1
   2841    2841    1717     947    1
  64715   30618   21588   37448    1
  16491    7801    1486   14618    0
  14287    9274    2075   11957    0
  52431   48917   46246   45665    0
  64879   52163   51741   18439    1
  26449   21205    9553   26173    1
  38779   38779    1733   30353    1
  19519       0   10266    8500    0
  64879   12622   54766    3795    0
  46934   32782   24670   19595    0
  52644       0   36644   43224    0
   7734    6015    2828    4068    1
  22136    2169    9605    1867    0
  32223   24434   27132   28648    1
  33436       0    9289   11212    0
  64117   64116   41351   28789    1
  14768   14768    5189    3769    1
  47613   44940   22603   39287    1
  28544   10498   13005   26184    0
  10526    1418    9281     239    0
  16502    5114     868   12065    0
  58586   32190   36743   37446    1
  27561       0   25193   11560    0
  58860       0    8792   20448    0
  17980    1736    8026    7899    0
   9894    3030    8575     565    1
  22630   12433    2842   11238    1
  23148       0    3414   17848    0
  39565   30166   36065   37219    1
  48040   13211   20322   44272    0
  11179    5279    8082    2627    0
  62650   43732   24768    7205    0
  18466   18276    2381    7140    1
  42405   12118    3105   11247    1
  52926    1457   11107   37178    0
  16589    8524   15988   10804    0
  53454   41948   24993   22394    0
  29531     438   14474    6515    0
  58759   11539   35253   40623    1
  25009   16619   12397   12981    1
  54222    4679   36881   44580    0
   1456    1456     404    1310    1
  11485       0    6929    5315    0
  15797    3006   11829    3126    0
   1613     563    1001    1204    1
   5432       0    4107    3530    0
  64413   64412   17925   37910    1
  42222   42222   41987   40978    1
  14138    8958    4733    8538    1
    134     133      55      11    1
  24587       0   22269    6761    0
   1511    1053     497      35    1
   8701    8701    5739    2659    1
  16426   13495   15940    2376    1
  20003       0   18249      19    0
  38254   17178    8547   17851    1
  56966   56966   37643    4060    1
  46572   28988   42207   22114    1
  37995       0   32040   33138    0
  35355   17471    3831    8882    1
  56461    5581   10221   21113    0
  50684   48956   15466    4670    1
  54071   15729    6313   28834    0
  19990   19990    3626    6318    1
  15815   14352    4363    1003    1
   4903    4902    2149    1696    1
  25283       0   17656   12421    0
  17432    4459   11187    5053    0
  30366     728   15109     849    0
  15251       0    4235   12718    0
  61908   61907   18511   60881    1
  32422   32422    9326   26274    1
  64166   45419   33567   28160    0
  26216    7692   17879   12158    0
  12059    2396    5194     821    0
  34646   34646   12644    4887    1
  65229       0   31796   21241    0
  63804   60500   40327   12021    1
  18131   18130   15058   12995    1
  34240   27487   29658    8885    1
  18703   18703   16833    6382    1
  26794   21794    9024   17958    1
  64814   64814   22634   32282    1
  42986   42985    1177   20634    1
   1555    1555     701     723    1
  47049   47048   26114   45550    1
  42985    8011   27919     151    0
  55150   55150    5726   12432    1
   7229    4178     528    2301    1
  31971    6158    2572    6912    1
  13831    2639   10507   10969    1
  56793   56792   34046    6086    1
  26997   21919     981    3225    1
  13733     352   10657    7847    0
  47417   23174   43391    8277    1
  18630   14699    1298    1012    0
   6022    6022    2152    5640    1
  27494   14865   17561     344    1
   7861    7534    5048    2017    1
  27120   27120   10579   21403    1
  34389   34388   13652   14024    1
  35652       0   17877   23128    0
  57185   20634   21614   17173    0
  62853   62853   53494    5107    1
  31298   31298   28563   13777    1
  19501   14082   18488   15483    0
  18343   14621     436    8228    1
  24843   24842    1143   16147    1
  16199   12893   15245   12942    0
  50206       0   17642    9965    0
  42451   34448   21467   37707    1
   7384     532     730    3947    0
  44077   13347   35172   43477    1
  14326   14152     255      40    1
  55171   55170   28186   34801    1
   9111    5466    1189     285    0
  19296    7344   13422    1741    0
  59592   59591   39623   21990    1
  50099   50099    5992   32193    1
  58011   29686   12530   19834    1
  48890    9332    2254   13938    0
  35873   20722   16194    3521    0
  18935   12015    1957   15124    0
  62236   49041   50829   41653    0
   9920    1779     994    8759    0
   8739    8058     344    4370    1
  33626     745   24060   11292    0
